번호,언어 제공자 ID,방향,타입(단어/문장),파일명,한국어
23478,21,좌측면,단어,KETI_SL_0000023478,8
23479,21,좌측면,단어,KETI_SL_0000023479,9
23480,21,좌측면,단어,KETI_SL_0000023480,10
23481,21,좌측면,단어,KETI_SL_0000023481,11
23482,21,좌측면,단어,KETI_SL_0000023482,12
23483,21,좌측면,단어,KETI_SL_0000023483,13
23484,21,좌측면,단어,KETI_SL_0000023484,14
23485,21,좌측면,단어,KETI_SL_0000023485,15
23486,21,좌측면,단어,KETI_SL_0000023486,16
23487,21,좌측면,단어,KETI_SL_0000023487,17
23488,21,좌측면,단어,KETI_SL_0000023488,18
23489,21,좌측면,단어,KETI_SL_0000023489,19
23490,21,좌측면,단어,KETI_SL_0000023490,20
23491,21,좌측면,단어,KETI_SL_0000023491,21
23492,21,좌측면,단어,KETI_SL_0000023492,22
23493,21,좌측면,단어,KETI_SL_0000023493,23
23494,21,좌측면,단어,KETI_SL_0000023494,24
23495,21,좌측면,단어,KETI_SL_0000023495,25
23496,21,좌측면,단어,KETI_SL_0000023496,26
23497,21,좌측면,단어,KETI_SL_0000023497,27
23498,21,좌측면,단어,KETI_SL_0000023498,28
23499,21,좌측면,단어,KETI_SL_0000023499,29
23500,21,좌측면,단어,KETI_SL_0000023500,30
23501,21,좌측면,단어,KETI_SL_0000023501,31
23502,21,좌측면,단어,KETI_SL_0000023502,32
23503,21,좌측면,단어,KETI_SL_0000023503,33
23504,21,좌측면,단어,KETI_SL_0000023504,34
23505,21,좌측면,단어,KETI_SL_0000023505,35
23506,21,좌측면,단어,KETI_SL_0000023506,36
23507,21,좌측면,단어,KETI_SL_0000023507,37
23508,21,좌측면,단어,KETI_SL_0000023508,38
23509,21,좌측면,단어,KETI_SL_0000023509,39
23510,21,좌측면,단어,KETI_SL_0000023510,40
23511,21,좌측면,단어,KETI_SL_0000023511,41
23512,21,좌측면,단어,KETI_SL_0000023512,42
23513,21,좌측면,단어,KETI_SL_0000023513,43
23514,21,좌측면,단어,KETI_SL_0000023514,44
23515,21,좌측면,단어,KETI_SL_0000023515,45
23516,21,좌측면,단어,KETI_SL_0000023516,46
23517,21,좌측면,단어,KETI_SL_0000023517,47
23518,21,좌측면,단어,KETI_SL_0000023518,48
23519,21,좌측면,단어,KETI_SL_0000023519,49
23520,21,좌측면,단어,KETI_SL_0000023520,50
23521,21,좌측면,단어,KETI_SL_0000023521,51
23522,21,좌측면,단어,KETI_SL_0000023522,52
23523,21,좌측면,단어,KETI_SL_0000023523,53
23524,21,좌측면,단어,KETI_SL_0000023524,54
23525,21,좌측면,단어,KETI_SL_0000023525,55
23526,21,좌측면,단어,KETI_SL_0000023526,56
23527,21,좌측면,단어,KETI_SL_0000023527,57
23528,21,좌측면,단어,KETI_SL_0000023528,58
23529,21,좌측면,단어,KETI_SL_0000023529,59
23530,21,좌측면,단어,KETI_SL_0000023530,60
23531,21,좌측면,단어,KETI_SL_0000023531,61
23532,21,좌측면,단어,KETI_SL_0000023532,62
23533,21,좌측면,단어,KETI_SL_0000023533,63
23534,21,좌측면,단어,KETI_SL_0000023534,64
23535,21,좌측면,단어,KETI_SL_0000023535,65
23536,21,좌측면,단어,KETI_SL_0000023536,66
23537,21,좌측면,단어,KETI_SL_0000023537,67
23538,21,좌측면,단어,KETI_SL_0000023538,68
23539,21,좌측면,단어,KETI_SL_0000023539,69
23540,21,좌측면,단어,KETI_SL_0000023540,70
23541,21,좌측면,단어,KETI_SL_0000023541,71
23542,21,좌측면,단어,KETI_SL_0000023542,72
23543,21,좌측면,단어,KETI_SL_0000023543,73
23544,21,좌측면,단어,KETI_SL_0000023544,74
23545,21,좌측면,단어,KETI_SL_0000023545,75
23546,21,좌측면,단어,KETI_SL_0000023546,76
23547,21,좌측면,단어,KETI_SL_0000023547,77
23548,21,좌측면,단어,KETI_SL_0000023548,78
23549,21,좌측면,단어,KETI_SL_0000023549,79
23550,21,좌측면,단어,KETI_SL_0000023550,80
23551,21,좌측면,단어,KETI_SL_0000023551,81
23552,21,좌측면,단어,KETI_SL_0000023552,82
23553,21,좌측면,단어,KETI_SL_0000023553,83
23554,21,좌측면,단어,KETI_SL_0000023554,84
23555,21,좌측면,단어,KETI_SL_0000023555,85
23556,21,좌측면,단어,KETI_SL_0000023556,86
23557,21,좌측면,단어,KETI_SL_0000023557,87
23558,21,좌측면,단어,KETI_SL_0000023558,88
23559,21,좌측면,단어,KETI_SL_0000023559,89
23560,21,좌측면,단어,KETI_SL_0000023560,90
23561,21,좌측면,단어,KETI_SL_0000023561,91
23562,21,좌측면,단어,KETI_SL_0000023562,92
23563,21,좌측면,단어,KETI_SL_0000023563,93
23564,21,좌측면,단어,KETI_SL_0000023564,94
23565,21,좌측면,단어,KETI_SL_0000023565,95
23566,21,좌측면,단어,KETI_SL_0000023566,96
23567,21,좌측면,단어,KETI_SL_0000023567,97
23568,21,좌측면,단어,KETI_SL_0000023568,98
23569,21,좌측면,단어,KETI_SL_0000023569,99
23570,21,좌측면,단어,KETI_SL_0000023570,100
23889,21,우측면,단어,KETI_SL_0000023889,0
23890,21,우측면,단어,KETI_SL_0000023890,1
23891,21,우측면,단어,KETI_SL_0000023891,2
23892,21,우측면,단어,KETI_SL_0000023892,3
23893,21,우측면,단어,KETI_SL_0000023893,4
23894,21,우측면,단어,KETI_SL_0000023894,5
23895,21,우측면,단어,KETI_SL_0000023895,6
23896,21,우측면,단어,KETI_SL_0000023896,7
23897,21,우측면,단어,KETI_SL_0000023897,8
23898,21,우측면,단어,KETI_SL_0000023898,9
23899,21,우측면,단어,KETI_SL_0000023899,10
23900,21,우측면,단어,KETI_SL_0000023900,11
23901,21,우측면,단어,KETI_SL_0000023901,12
23902,21,우측면,단어,KETI_SL_0000023902,13
23903,21,우측면,단어,KETI_SL_0000023903,14
23904,21,우측면,단어,KETI_SL_0000023904,15
23905,21,우측면,단어,KETI_SL_0000023905,16
23906,21,우측면,단어,KETI_SL_0000023906,17
23907,21,우측면,단어,KETI_SL_0000023907,18
23908,21,우측면,단어,KETI_SL_0000023908,19
23909,21,우측면,단어,KETI_SL_0000023909,20
23910,21,우측면,단어,KETI_SL_0000023910,21
23911,21,우측면,단어,KETI_SL_0000023911,22
23912,21,우측면,단어,KETI_SL_0000023912,23
23913,21,우측면,단어,KETI_SL_0000023913,24
23914,21,우측면,단어,KETI_SL_0000023914,25
23915,21,우측면,단어,KETI_SL_0000023915,26
23916,21,우측면,단어,KETI_SL_0000023916,27
23917,21,우측면,단어,KETI_SL_0000023917,28
23918,21,우측면,단어,KETI_SL_0000023918,29
23919,21,우측면,단어,KETI_SL_0000023919,30
23920,21,우측면,단어,KETI_SL_0000023920,31
23921,21,우측면,단어,KETI_SL_0000023921,32
23922,21,우측면,단어,KETI_SL_0000023922,33
23923,21,우측면,단어,KETI_SL_0000023923,34
23924,21,우측면,단어,KETI_SL_0000023924,35
23925,21,우측면,단어,KETI_SL_0000023925,36
23926,21,우측면,단어,KETI_SL_0000023926,37
23927,21,우측면,단어,KETI_SL_0000023927,38
23928,21,우측면,단어,KETI_SL_0000023928,39
23929,21,우측면,단어,KETI_SL_0000023929,40
23930,21,우측면,단어,KETI_SL_0000023930,41
23931,21,우측면,단어,KETI_SL_0000023931,42
23932,21,우측면,단어,KETI_SL_0000023932,43
23933,21,우측면,단어,KETI_SL_0000023933,44
23934,21,우측면,단어,KETI_SL_0000023934,45
23935,21,우측면,단어,KETI_SL_0000023935,46
23936,21,우측면,단어,KETI_SL_0000023936,47
23937,21,우측면,단어,KETI_SL_0000023937,48
23938,21,우측면,단어,KETI_SL_0000023938,49
23939,21,우측면,단어,KETI_SL_0000023939,50
23940,21,우측면,단어,KETI_SL_0000023940,51
23941,21,우측면,단어,KETI_SL_0000023941,52
23942,21,우측면,단어,KETI_SL_0000023942,53
23943,21,우측면,단어,KETI_SL_0000023943,54
23944,21,우측면,단어,KETI_SL_0000023944,55
23945,21,우측면,단어,KETI_SL_0000023945,56
23946,21,우측면,단어,KETI_SL_0000023946,57
23947,21,우측면,단어,KETI_SL_0000023947,58
23948,21,우측면,단어,KETI_SL_0000023948,59
23949,21,우측면,단어,KETI_SL_0000023949,60
23950,21,우측면,단어,KETI_SL_0000023950,61
23951,21,우측면,단어,KETI_SL_0000023951,62
23952,21,우측면,단어,KETI_SL_0000023952,63
23953,21,우측면,단어,KETI_SL_0000023953,64
23954,21,우측면,단어,KETI_SL_0000023954,65
23955,21,우측면,단어,KETI_SL_0000023955,66
23956,21,우측면,단어,KETI_SL_0000023956,67
23957,21,우측면,단어,KETI_SL_0000023957,68
23958,21,우측면,단어,KETI_SL_0000023958,69
23959,21,우측면,단어,KETI_SL_0000023959,70
23960,21,우측면,단어,KETI_SL_0000023960,71
23961,21,우측면,단어,KETI_SL_0000023961,72
23962,21,우측면,단어,KETI_SL_0000023962,73
23963,21,우측면,단어,KETI_SL_0000023963,74
23964,21,우측면,단어,KETI_SL_0000023964,75
23965,21,우측면,단어,KETI_SL_0000023965,76
23966,21,우측면,단어,KETI_SL_0000023966,77
23967,21,우측면,단어,KETI_SL_0000023967,78
23968,21,우측면,단어,KETI_SL_0000023968,79
23969,21,우측면,단어,KETI_SL_0000023969,80
23970,21,우측면,단어,KETI_SL_0000023970,81
23971,21,우측면,단어,KETI_SL_0000023971,82
23972,21,우측면,단어,KETI_SL_0000023972,83
23973,21,우측면,단어,KETI_SL_0000023973,84
23974,21,우측면,단어,KETI_SL_0000023974,85
23975,21,우측면,단어,KETI_SL_0000023975,86
23976,21,우측면,단어,KETI_SL_0000023976,87
23977,21,우측면,단어,KETI_SL_0000023977,88
23978,21,우측면,단어,KETI_SL_0000023978,89
23979,21,우측면,단어,KETI_SL_0000023979,90
23980,21,우측면,단어,KETI_SL_0000023980,91
23981,21,우측면,단어,KETI_SL_0000023981,92
23982,21,우측면,단어,KETI_SL_0000023982,93
23983,21,우측면,단어,KETI_SL_0000023983,94
23984,21,우측면,단어,KETI_SL_0000023984,95
23985,21,우측면,단어,KETI_SL_0000023985,96
23986,21,우측면,단어,KETI_SL_0000023986,97
23987,21,우측면,단어,KETI_SL_0000023987,98
23988,21,우측면,단어,KETI_SL_0000023988,99
23989,21,우측면,단어,KETI_SL_0000023989,100
24308,22,정면,단어,KETI_SL_0000024308,0
24309,22,정면,단어,KETI_SL_0000024309,1
24310,22,정면,단어,KETI_SL_0000024310,2
24311,22,정면,단어,KETI_SL_0000024311,3
24312,22,정면,단어,KETI_SL_0000024312,4
24313,22,정면,단어,KETI_SL_0000024313,5
24314,22,정면,단어,KETI_SL_0000024314,6
24315,22,정면,단어,KETI_SL_0000024315,7
24316,22,정면,단어,KETI_SL_0000024316,8
24317,22,정면,단어,KETI_SL_0000024317,9
24318,22,정면,단어,KETI_SL_0000024318,10
24319,22,정면,단어,KETI_SL_0000024319,11
24320,22,정면,단어,KETI_SL_0000024320,12
24321,22,정면,단어,KETI_SL_0000024321,13
24322,22,정면,단어,KETI_SL_0000024322,14
24323,22,정면,단어,KETI_SL_0000024323,15
24324,22,정면,단어,KETI_SL_0000024324,16
24325,22,정면,단어,KETI_SL_0000024325,17
24326,22,정면,단어,KETI_SL_0000024326,18
24327,22,정면,단어,KETI_SL_0000024327,19
24328,22,정면,단어,KETI_SL_0000024328,20
24329,22,정면,단어,KETI_SL_0000024329,21
24330,22,정면,단어,KETI_SL_0000024330,22
24331,22,정면,단어,KETI_SL_0000024331,23
24332,22,정면,단어,KETI_SL_0000024332,24
24333,22,정면,단어,KETI_SL_0000024333,25
24334,22,정면,단어,KETI_SL_0000024334,26
24335,22,정면,단어,KETI_SL_0000024335,27
24336,22,정면,단어,KETI_SL_0000024336,28
24337,22,정면,단어,KETI_SL_0000024337,29
24338,22,정면,단어,KETI_SL_0000024338,30
24339,22,정면,단어,KETI_SL_0000024339,31
24340,22,정면,단어,KETI_SL_0000024340,32
24341,22,정면,단어,KETI_SL_0000024341,33
24342,22,정면,단어,KETI_SL_0000024342,34
24343,22,정면,단어,KETI_SL_0000024343,35
24344,22,정면,단어,KETI_SL_0000024344,36
24345,22,정면,단어,KETI_SL_0000024345,37
24346,22,정면,단어,KETI_SL_0000024346,38
24347,22,정면,단어,KETI_SL_0000024347,39
24348,22,정면,단어,KETI_SL_0000024348,40
24349,22,정면,단어,KETI_SL_0000024349,41
24350,22,정면,단어,KETI_SL_0000024350,42
24351,22,정면,단어,KETI_SL_0000024351,43
24352,22,정면,단어,KETI_SL_0000024352,44
24353,22,정면,단어,KETI_SL_0000024353,45
24354,22,정면,단어,KETI_SL_0000024354,46
24355,22,정면,단어,KETI_SL_0000024355,47
24356,22,정면,단어,KETI_SL_0000024356,48
24357,22,정면,단어,KETI_SL_0000024357,49
24358,22,정면,단어,KETI_SL_0000024358,50
24359,22,정면,단어,KETI_SL_0000024359,51
24360,22,정면,단어,KETI_SL_0000024360,52
24361,22,정면,단어,KETI_SL_0000024361,53
24362,22,정면,단어,KETI_SL_0000024362,54
24363,22,정면,단어,KETI_SL_0000024363,55
24364,22,정면,단어,KETI_SL_0000024364,56
24365,22,정면,단어,KETI_SL_0000024365,57
24366,22,정면,단어,KETI_SL_0000024366,58
24367,22,정면,단어,KETI_SL_0000024367,59
24368,22,정면,단어,KETI_SL_0000024368,60
24369,22,정면,단어,KETI_SL_0000024369,61
24370,22,정면,단어,KETI_SL_0000024370,62
24371,22,정면,단어,KETI_SL_0000024371,63
24372,22,정면,단어,KETI_SL_0000024372,64
24373,22,정면,단어,KETI_SL_0000024373,65
24374,22,정면,단어,KETI_SL_0000024374,66
24375,22,정면,단어,KETI_SL_0000024375,67
24376,22,정면,단어,KETI_SL_0000024376,68
24377,22,정면,단어,KETI_SL_0000024377,69
24378,22,정면,단어,KETI_SL_0000024378,70
24379,22,정면,단어,KETI_SL_0000024379,71
24380,22,정면,단어,KETI_SL_0000024380,72
24381,22,정면,단어,KETI_SL_0000024381,73
24382,22,정면,단어,KETI_SL_0000024382,74
24383,22,정면,단어,KETI_SL_0000024383,75
24384,22,정면,단어,KETI_SL_0000024384,76
24385,22,정면,단어,KETI_SL_0000024385,77
24386,22,정면,단어,KETI_SL_0000024386,78
24387,22,정면,단어,KETI_SL_0000024387,79
24388,22,정면,단어,KETI_SL_0000024388,80
24389,22,정면,단어,KETI_SL_0000024389,81
24390,22,정면,단어,KETI_SL_0000024390,82
24391,22,정면,단어,KETI_SL_0000024391,83
24392,22,정면,단어,KETI_SL_0000024392,84
24393,22,정면,단어,KETI_SL_0000024393,85
24394,22,정면,단어,KETI_SL_0000024394,86
24395,22,정면,단어,KETI_SL_0000024395,87
24396,22,정면,단어,KETI_SL_0000024396,88
24397,22,정면,단어,KETI_SL_0000024397,89
24398,22,정면,단어,KETI_SL_0000024398,90
24399,22,정면,단어,KETI_SL_0000024399,91
24400,22,정면,단어,KETI_SL_0000024400,92
24401,22,정면,단어,KETI_SL_0000024401,93
24402,22,정면,단어,KETI_SL_0000024402,94
24403,22,정면,단어,KETI_SL_0000024403,95
24404,22,정면,단어,KETI_SL_0000024404,96
24405,22,정면,단어,KETI_SL_0000024405,97
24406,22,정면,단어,KETI_SL_0000024406,98
24407,22,정면,단어,KETI_SL_0000024407,99
24408,22,정면,단어,KETI_SL_0000024408,100
24727,22,좌측면,단어,KETI_SL_0000024727,0
24728,22,좌측면,단어,KETI_SL_0000024728,1
24729,22,좌측면,단어,KETI_SL_0000024729,2
24730,22,좌측면,단어,KETI_SL_0000024730,3
24731,22,좌측면,단어,KETI_SL_0000024731,4
24732,22,좌측면,단어,KETI_SL_0000024732,5
24733,22,좌측면,단어,KETI_SL_0000024733,6
24734,22,좌측면,단어,KETI_SL_0000024734,7
24735,22,좌측면,단어,KETI_SL_0000024735,8
24736,22,좌측면,단어,KETI_SL_0000024736,9
24737,22,좌측면,단어,KETI_SL_0000024737,10
24738,22,좌측면,단어,KETI_SL_0000024738,11
24739,22,좌측면,단어,KETI_SL_0000024739,12
24740,22,좌측면,단어,KETI_SL_0000024740,13
24741,22,좌측면,단어,KETI_SL_0000024741,14
24742,22,좌측면,단어,KETI_SL_0000024742,15
24743,22,좌측면,단어,KETI_SL_0000024743,16
24744,22,좌측면,단어,KETI_SL_0000024744,17
24745,22,좌측면,단어,KETI_SL_0000024745,18
24746,22,좌측면,단어,KETI_SL_0000024746,19
24747,22,좌측면,단어,KETI_SL_0000024747,20
24748,22,좌측면,단어,KETI_SL_0000024748,21
24749,22,좌측면,단어,KETI_SL_0000024749,22
24750,22,좌측면,단어,KETI_SL_0000024750,23
24751,22,좌측면,단어,KETI_SL_0000024751,24
24752,22,좌측면,단어,KETI_SL_0000024752,25
24753,22,좌측면,단어,KETI_SL_0000024753,26
24754,22,좌측면,단어,KETI_SL_0000024754,27
24755,22,좌측면,단어,KETI_SL_0000024755,28
24756,22,좌측면,단어,KETI_SL_0000024756,29
24757,22,좌측면,단어,KETI_SL_0000024757,30
24758,22,좌측면,단어,KETI_SL_0000024758,31
24759,22,좌측면,단어,KETI_SL_0000024759,32
24760,22,좌측면,단어,KETI_SL_0000024760,33
24761,22,좌측면,단어,KETI_SL_0000024761,34
24762,22,좌측면,단어,KETI_SL_0000024762,35
24763,22,좌측면,단어,KETI_SL_0000024763,36
24764,22,좌측면,단어,KETI_SL_0000024764,37
24765,22,좌측면,단어,KETI_SL_0000024765,38
24766,22,좌측면,단어,KETI_SL_0000024766,39
24767,22,좌측면,단어,KETI_SL_0000024767,40
24768,22,좌측면,단어,KETI_SL_0000024768,41
24769,22,좌측면,단어,KETI_SL_0000024769,42
24770,22,좌측면,단어,KETI_SL_0000024770,43
24771,22,좌측면,단어,KETI_SL_0000024771,44
24772,22,좌측면,단어,KETI_SL_0000024772,45
24773,22,좌측면,단어,KETI_SL_0000024773,46
24774,22,좌측면,단어,KETI_SL_0000024774,47
24775,22,좌측면,단어,KETI_SL_0000024775,48
24776,22,좌측면,단어,KETI_SL_0000024776,49
24777,22,좌측면,단어,KETI_SL_0000024777,50
24778,22,좌측면,단어,KETI_SL_0000024778,51
24779,22,좌측면,단어,KETI_SL_0000024779,52
24780,22,좌측면,단어,KETI_SL_0000024780,53
24781,22,좌측면,단어,KETI_SL_0000024781,54
24782,22,좌측면,단어,KETI_SL_0000024782,55
24783,22,좌측면,단어,KETI_SL_0000024783,56
24784,22,좌측면,단어,KETI_SL_0000024784,57
24785,22,좌측면,단어,KETI_SL_0000024785,58
24786,22,좌측면,단어,KETI_SL_0000024786,59
24787,22,좌측면,단어,KETI_SL_0000024787,60
24788,22,좌측면,단어,KETI_SL_0000024788,61
24789,22,좌측면,단어,KETI_SL_0000024789,62
24790,22,좌측면,단어,KETI_SL_0000024790,63
24791,22,좌측면,단어,KETI_SL_0000024791,64
24792,22,좌측면,단어,KETI_SL_0000024792,65
24793,22,좌측면,단어,KETI_SL_0000024793,66
24794,22,좌측면,단어,KETI_SL_0000024794,67
24795,22,좌측면,단어,KETI_SL_0000024795,68
24796,22,좌측면,단어,KETI_SL_0000024796,69
24797,22,좌측면,단어,KETI_SL_0000024797,70
24798,22,좌측면,단어,KETI_SL_0000024798,71
24799,22,좌측면,단어,KETI_SL_0000024799,72
24800,22,좌측면,단어,KETI_SL_0000024800,73
24801,22,좌측면,단어,KETI_SL_0000024801,74
24802,22,좌측면,단어,KETI_SL_0000024802,75
24803,22,좌측면,단어,KETI_SL_0000024803,76
24804,22,좌측면,단어,KETI_SL_0000024804,77
24805,22,좌측면,단어,KETI_SL_0000024805,78
24806,22,좌측면,단어,KETI_SL_0000024806,79
24807,22,좌측면,단어,KETI_SL_0000024807,80
24808,22,좌측면,단어,KETI_SL_0000024808,81
24809,22,좌측면,단어,KETI_SL_0000024809,82
24810,22,좌측면,단어,KETI_SL_0000024810,83
24811,22,좌측면,단어,KETI_SL_0000024811,84
24812,22,좌측면,단어,KETI_SL_0000024812,85
24813,22,좌측면,단어,KETI_SL_0000024813,86
24814,22,좌측면,단어,KETI_SL_0000024814,87
24815,22,좌측면,단어,KETI_SL_0000024815,88
24816,22,좌측면,단어,KETI_SL_0000024816,89
24817,22,좌측면,단어,KETI_SL_0000024817,90
24818,22,좌측면,단어,KETI_SL_0000024818,91
24819,22,좌측면,단어,KETI_SL_0000024819,92
24820,22,좌측면,단어,KETI_SL_0000024820,93
24821,22,좌측면,단어,KETI_SL_0000024821,94
24822,22,좌측면,단어,KETI_SL_0000024822,95
24823,22,좌측면,단어,KETI_SL_0000024823,96
24824,22,좌측면,단어,KETI_SL_0000024824,97
24825,22,좌측면,단어,KETI_SL_0000024825,98
24826,22,좌측면,단어,KETI_SL_0000024826,99
24827,22,좌측면,단어,KETI_SL_0000024827,100
25146,22,우측면,단어,KETI_SL_0000025146,0
25147,22,우측면,단어,KETI_SL_0000025147,1
25148,22,우측면,단어,KETI_SL_0000025148,2
25149,22,우측면,단어,KETI_SL_0000025149,3
25150,22,우측면,단어,KETI_SL_0000025150,4
25151,22,우측면,단어,KETI_SL_0000025151,5
25152,22,우측면,단어,KETI_SL_0000025152,6
25153,22,우측면,단어,KETI_SL_0000025153,7
25154,22,우측면,단어,KETI_SL_0000025154,8
25155,22,우측면,단어,KETI_SL_0000025155,9
25156,22,우측면,단어,KETI_SL_0000025156,10
25157,22,우측면,단어,KETI_SL_0000025157,11
25158,22,우측면,단어,KETI_SL_0000025158,12
25159,22,우측면,단어,KETI_SL_0000025159,13
25160,22,우측면,단어,KETI_SL_0000025160,14
25161,22,우측면,단어,KETI_SL_0000025161,15
25162,22,우측면,단어,KETI_SL_0000025162,16
25163,22,우측면,단어,KETI_SL_0000025163,17
25164,22,우측면,단어,KETI_SL_0000025164,18
25165,22,우측면,단어,KETI_SL_0000025165,19
25166,22,우측면,단어,KETI_SL_0000025166,20
25167,22,우측면,단어,KETI_SL_0000025167,21
25168,22,우측면,단어,KETI_SL_0000025168,22
25169,22,우측면,단어,KETI_SL_0000025169,23
25170,22,우측면,단어,KETI_SL_0000025170,24
25171,22,우측면,단어,KETI_SL_0000025171,25
25172,22,우측면,단어,KETI_SL_0000025172,26
25173,22,우측면,단어,KETI_SL_0000025173,27
25174,22,우측면,단어,KETI_SL_0000025174,28
25175,22,우측면,단어,KETI_SL_0000025175,29
25176,22,우측면,단어,KETI_SL_0000025176,30
25177,22,우측면,단어,KETI_SL_0000025177,31
25178,22,우측면,단어,KETI_SL_0000025178,32
25179,22,우측면,단어,KETI_SL_0000025179,33
25180,22,우측면,단어,KETI_SL_0000025180,34
25181,22,우측면,단어,KETI_SL_0000025181,35
25182,22,우측면,단어,KETI_SL_0000025182,36
25183,22,우측면,단어,KETI_SL_0000025183,37
25184,22,우측면,단어,KETI_SL_0000025184,38
25185,22,우측면,단어,KETI_SL_0000025185,39
25186,22,우측면,단어,KETI_SL_0000025186,40
25187,22,우측면,단어,KETI_SL_0000025187,41
25188,22,우측면,단어,KETI_SL_0000025188,42
25189,22,우측면,단어,KETI_SL_0000025189,43
25190,22,우측면,단어,KETI_SL_0000025190,44
25191,22,우측면,단어,KETI_SL_0000025191,45
25192,22,우측면,단어,KETI_SL_0000025192,46
25193,22,우측면,단어,KETI_SL_0000025193,47
25194,22,우측면,단어,KETI_SL_0000025194,48
25195,22,우측면,단어,KETI_SL_0000025195,49
25196,22,우측면,단어,KETI_SL_0000025196,50
25197,22,우측면,단어,KETI_SL_0000025197,51
25198,22,우측면,단어,KETI_SL_0000025198,52
25199,22,우측면,단어,KETI_SL_0000025199,53
25200,22,우측면,단어,KETI_SL_0000025200,54
25201,22,우측면,단어,KETI_SL_0000025201,55
25202,22,우측면,단어,KETI_SL_0000025202,56
25203,22,우측면,단어,KETI_SL_0000025203,57
25204,22,우측면,단어,KETI_SL_0000025204,58
25205,22,우측면,단어,KETI_SL_0000025205,59
25206,22,우측면,단어,KETI_SL_0000025206,60
25207,22,우측면,단어,KETI_SL_0000025207,61
25208,22,우측면,단어,KETI_SL_0000025208,62
25209,22,우측면,단어,KETI_SL_0000025209,63
25210,22,우측면,단어,KETI_SL_0000025210,64
25211,22,우측면,단어,KETI_SL_0000025211,65
25212,22,우측면,단어,KETI_SL_0000025212,66
25213,22,우측면,단어,KETI_SL_0000025213,67
25214,22,우측면,단어,KETI_SL_0000025214,68
25215,22,우측면,단어,KETI_SL_0000025215,69
25216,22,우측면,단어,KETI_SL_0000025216,70
25217,22,우측면,단어,KETI_SL_0000025217,71
25218,22,우측면,단어,KETI_SL_0000025218,72
25219,22,우측면,단어,KETI_SL_0000025219,73
25220,22,우측면,단어,KETI_SL_0000025220,74
25221,22,우측면,단어,KETI_SL_0000025221,75
25222,22,우측면,단어,KETI_SL_0000025222,76
25223,22,우측면,단어,KETI_SL_0000025223,77
25224,22,우측면,단어,KETI_SL_0000025224,78
25225,22,우측면,단어,KETI_SL_0000025225,79
25226,22,우측면,단어,KETI_SL_0000025226,80
25227,22,우측면,단어,KETI_SL_0000025227,81
25228,22,우측면,단어,KETI_SL_0000025228,82
25229,22,우측면,단어,KETI_SL_0000025229,83
25230,22,우측면,단어,KETI_SL_0000025230,84
25231,22,우측면,단어,KETI_SL_0000025231,85
25232,22,우측면,단어,KETI_SL_0000025232,86
25233,22,우측면,단어,KETI_SL_0000025233,87
25234,22,우측면,단어,KETI_SL_0000025234,88
25235,22,우측면,단어,KETI_SL_0000025235,89
25236,22,우측면,단어,KETI_SL_0000025236,90
25237,22,우측면,단어,KETI_SL_0000025237,91
25238,22,우측면,단어,KETI_SL_0000025238,92
25239,22,우측면,단어,KETI_SL_0000025239,93
25240,22,우측면,단어,KETI_SL_0000025240,94
25241,22,우측면,단어,KETI_SL_0000025241,95
25242,22,우측면,단어,KETI_SL_0000025242,96
25243,22,우측면,단어,KETI_SL_0000025243,97
25244,22,우측면,단어,KETI_SL_0000025244,98
25245,22,우측면,단어,KETI_SL_0000025245,99
25246,22,우측면,단어,KETI_SL_0000025246,100
25565,23,정면,단어,KETI_SL_0000025565,0
25566,23,정면,단어,KETI_SL_0000025566,1
25567,23,정면,단어,KETI_SL_0000025567,2
25568,23,정면,단어,KETI_SL_0000025568,3
25569,23,정면,단어,KETI_SL_0000025569,4
25570,23,정면,단어,KETI_SL_0000025570,5
25571,23,정면,단어,KETI_SL_0000025571,6
25572,23,정면,단어,KETI_SL_0000025572,7
25573,23,정면,단어,KETI_SL_0000025573,8
25574,23,정면,단어,KETI_SL_0000025574,9
25575,23,정면,단어,KETI_SL_0000025575,10
25576,23,정면,단어,KETI_SL_0000025576,11
25577,23,정면,단어,KETI_SL_0000025577,12
25578,23,정면,단어,KETI_SL_0000025578,13
25579,23,정면,단어,KETI_SL_0000025579,14
25580,23,정면,단어,KETI_SL_0000025580,15
25581,23,정면,단어,KETI_SL_0000025581,16
25582,23,정면,단어,KETI_SL_0000025582,17
25583,23,정면,단어,KETI_SL_0000025583,18
25584,23,정면,단어,KETI_SL_0000025584,19
25585,23,정면,단어,KETI_SL_0000025585,20
25586,23,정면,단어,KETI_SL_0000025586,21
25587,23,정면,단어,KETI_SL_0000025587,22
25588,23,정면,단어,KETI_SL_0000025588,23
25589,23,정면,단어,KETI_SL_0000025589,24
25590,23,정면,단어,KETI_SL_0000025590,25
25591,23,정면,단어,KETI_SL_0000025591,26
25592,23,정면,단어,KETI_SL_0000025592,27
25593,23,정면,단어,KETI_SL_0000025593,28
25594,23,정면,단어,KETI_SL_0000025594,29
25595,23,정면,단어,KETI_SL_0000025595,30
25596,23,정면,단어,KETI_SL_0000025596,31
25597,23,정면,단어,KETI_SL_0000025597,32
25598,23,정면,단어,KETI_SL_0000025598,33
25599,23,정면,단어,KETI_SL_0000025599,34
25600,23,정면,단어,KETI_SL_0000025600,35
25601,23,정면,단어,KETI_SL_0000025601,36
25602,23,정면,단어,KETI_SL_0000025602,37
