번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),,파일명,한국어,
31211,27,2018,좌측면,단어,,KETI_SL_0000031211,뜨거운물,
31212,27,2018,좌측면,단어,,KETI_SL_0000031212,마당,
31213,27,2018,좌측면,단어,,KETI_SL_0000031213,마포구,
31214,27,2018,좌측면,단어,,KETI_SL_0000031214,말려주세요,
31215,27,2018,좌측면,단어,,KETI_SL_0000031215,말벌,
31216,27,2018,좌측면,단어,,KETI_SL_0000031216,맹견,
31217,27,2018,좌측면,단어,,KETI_SL_0000031217,머리,
31218,27,2018,좌측면,단어,,KETI_SL_0000031218,멧돼지,
31219,27,2018,좌측면,단어,,KETI_SL_0000031219,목,
31220,27,2018,좌측면,단어,,KETI_SL_0000031220,목요일,
31221,27,2018,좌측면,단어,,KETI_SL_0000031221,무너지다,
31222,27,2018,좌측면,단어,,KETI_SL_0000031222,붕괴,
31223,27,2018,좌측면,단어,,KETI_SL_0000031223,무릎,
31224,27,2018,좌측면,단어,,KETI_SL_0000031224,문틈,
31225,27,2018,좌측면,단어,,KETI_SL_0000031225,물,
31226,27,2018,좌측면,단어,,KETI_SL_0000031226,밑에,
31227,27,2018,좌측면,단어,,KETI_SL_0000031227,아래,
31228,27,2018,좌측면,단어,,KETI_SL_0000031228,바다,
31229,27,2018,좌측면,단어,,KETI_SL_0000031229,반점생기다,
31230,27,2018,좌측면,단어,,KETI_SL_0000031230,발,
31231,27,2018,좌측면,단어,,KETI_SL_0000031231,발가락,
31232,27,2018,좌측면,단어,,KETI_SL_0000031232,발목,
31233,27,2018,좌측면,단어,,KETI_SL_0000031233,발작,
31234,27,2018,좌측면,단어,,KETI_SL_0000031234,방망이,
31235,27,2018,좌측면,단어,,KETI_SL_0000031235,밭,
31236,27,2018,좌측면,단어,,KETI_SL_0000031236,배,
31237,27,2018,좌측면,단어,,KETI_SL_0000031237,복부,
31238,27,2018,좌측면,단어,,KETI_SL_0000031238,배고프다,
31239,27,2018,좌측면,단어,,KETI_SL_0000031239,뱀,
31240,27,2018,좌측면,단어,,KETI_SL_0000031240,벌,
31241,27,2018,좌측면,단어,,KETI_SL_0000031241,범람,
31242,27,2018,좌측면,단어,,KETI_SL_0000031242,벼락,
31243,27,2018,좌측면,단어,,KETI_SL_0000031243,병원,
31244,27,2018,좌측면,단어,,KETI_SL_0000031244,보건소,
31245,27,2018,좌측면,단어,,KETI_SL_0000031245,보내주세요(경찰),
31246,27,2018,좌측면,단어,,KETI_SL_0000031246,보내주세요(구급차),
31247,27,2018,좌측면,단어,,KETI_SL_0000031247,복통,
31248,27,2018,좌측면,단어,,KETI_SL_0000031248,볼,
31249,27,2018,좌측면,단어,,KETI_SL_0000031249,부엌,
31250,27,2018,좌측면,단어,,KETI_SL_0000031250,불,
31251,27,2018,좌측면,단어,,KETI_SL_0000031251,불나다,
31252,27,2018,좌측면,단어,,KETI_SL_0000031252,붕대,
31253,27,2018,좌측면,단어,,KETI_SL_0000031253,비닐하우스,
31254,27,2018,좌측면,단어,,KETI_SL_0000031254,비상약,
31255,27,2018,좌측면,단어,,KETI_SL_0000031255,빌라,
31256,27,2018,좌측면,단어,,KETI_SL_0000031256,뼈,
31257,27,2018,좌측면,단어,,KETI_SL_0000031257,사이,
31258,27,2018,좌측면,단어,,KETI_SL_0000031258,산,
31259,27,2018,좌측면,단어,,KETI_SL_0000031259,살충제,
31260,27,2018,좌측면,단어,,KETI_SL_0000031260,살해,
31261,27,2018,좌측면,단어,,KETI_SL_0000031261,삼키다,
31262,27,2018,좌측면,단어,,KETI_SL_0000031262,서대문구,
31263,27,2018,좌측면,단어,,KETI_SL_0000031263,서랍,
31264,27,2018,좌측면,단어,,KETI_SL_0000031264,서울시,
31265,27,2018,좌측면,단어,,KETI_SL_0000031265,서초구,
31266,27,2018,좌측면,단어,,KETI_SL_0000031266,선반,
31267,27,2018,좌측면,단어,,KETI_SL_0000031267,선생님,
31268,27,2018,좌측면,단어,,KETI_SL_0000031268,성동구,
31269,27,2018,좌측면,단어,,KETI_SL_0000031269,성북구,
31270,27,2018,좌측면,단어,,KETI_SL_0000031270,성폭행,
31271,27,2018,좌측면,단어,,KETI_SL_0000031271,소방관,
31272,27,2018,좌측면,단어,,KETI_SL_0000031272,소방차,
31273,27,2018,좌측면,단어,,KETI_SL_0000031273,소화기,
31274,27,2018,좌측면,단어,,KETI_SL_0000031274,소화전,
31275,27,2018,좌측면,단어,,KETI_SL_0000031275,손,
31276,27,2018,좌측면,단어,,KETI_SL_0000031276,손가락,
31277,27,2018,좌측면,단어,,KETI_SL_0000031277,손목,
31278,27,2018,좌측면,단어,,KETI_SL_0000031278,송파구,
31279,27,2018,좌측면,단어,,KETI_SL_0000031279,수영장,
31280,27,2018,좌측면,단어,,KETI_SL_0000031280,수요일,
31281,27,2018,좌측면,단어,,KETI_SL_0000031281,술취한 사람,
31282,27,2018,좌측면,단어,,KETI_SL_0000031282,숨을안쉬다,
31283,27,2018,좌측면,단어,,KETI_SL_0000031283,시청,
31284,27,2018,좌측면,단어,,KETI_SL_0000031284,신고하세요(경찰),
31285,27,2018,좌측면,단어,,KETI_SL_0000031285,심장마비,
31286,27,2018,좌측면,단어,,KETI_SL_0000031286,아기,
31287,27,2018,좌측면,단어,,KETI_SL_0000031287,아이들,
31288,27,2018,좌측면,단어,,KETI_SL_0000031288,어린이,
31289,27,2018,좌측면,단어,,KETI_SL_0000031289,아내,
31290,27,2018,좌측면,단어,,KETI_SL_0000031290,아들,
31291,27,2018,좌측면,단어,,KETI_SL_0000031291,아빠,
31292,27,2018,좌측면,단어,,KETI_SL_0000031292,아저씨,
31293,27,2018,좌측면,단어,,KETI_SL_0000031293,아줌마,
31294,27,2018,좌측면,단어,,KETI_SL_0000031294,아파트,
31295,27,2018,좌측면,단어,,KETI_SL_0000031295,인대,
31296,27,2018,좌측면,단어,,KETI_SL_0000031296,안방,
31297,27,2018,좌측면,단어,,KETI_SL_0000031297,알려주세요,
31298,27,2018,좌측면,단어,,KETI_SL_0000031298,앞,
31299,27,2018,좌측면,단어,,KETI_SL_0000031299,앞집,
31300,27,2018,좌측면,단어,,KETI_SL_0000031300,약국,
31301,27,2018,좌측면,단어,,KETI_SL_0000031301,약사,
31302,27,2018,좌측면,단어,,KETI_SL_0000031302,양천구,
31303,27,2018,좌측면,단어,,KETI_SL_0000031303,어깨,
31304,27,2018,좌측면,단어,,KETI_SL_0000031304,어제,
31305,27,2018,좌측면,단어,,KETI_SL_0000031305,어지러움,
31306,27,2018,좌측면,단어,,KETI_SL_0000031306,언니,
31307,27,2018,좌측면,단어,,KETI_SL_0000031307,얼굴,
31308,27,2018,좌측면,단어,,KETI_SL_0000031308,엄마,
31309,27,2018,좌측면,단어,,KETI_SL_0000031309,엘리베이터,
31310,27,2018,좌측면,단어,,KETI_SL_0000031310,여자친구,
31311,27,2018,좌측면,단어,,KETI_SL_0000031311,여학생,
31312,27,2018,좌측면,단어,,KETI_SL_0000031312,연기,
31313,27,2018,좌측면,단어,,KETI_SL_0000031313,연락해주세요,
31314,27,2018,좌측면,단어,,KETI_SL_0000031314,열,
31315,27,2018,좌측면,단어,,KETI_SL_0000031315,열나다,
31316,27,2018,좌측면,단어,,KETI_SL_0000031316,열어주세요,
31317,27,2018,좌측면,단어,,KETI_SL_0000031317,엽총,
31318,27,2018,좌측면,단어,,KETI_SL_0000031318,영등포구,
31319,27,2018,좌측면,단어,,KETI_SL_0000031319,옆집,
31320,27,2018,좌측면,단어,,KETI_SL_0000031320,옆집 아저씨,
31321,27,2018,좌측면,단어,,KETI_SL_0000031321,옆집 할아버지,
31322,27,2018,좌측면,단어,,KETI_SL_0000031322,옆집사람,
31323,27,2018,좌측면,단어,,KETI_SL_0000031323,옆쪽,
31324,27,2018,좌측면,단어,,KETI_SL_0000031324,오늘,
31325,27,2018,좌측면,단어,,KETI_SL_0000031325,오른쪽,
31326,27,2018,좌측면,단어,,KETI_SL_0000031326,오른쪽-귀,
31327,27,2018,좌측면,단어,,KETI_SL_0000031327,오른쪽-눈,
31328,27,2018,좌측면,단어,,KETI_SL_0000031328,오빠,
31329,27,2018,좌측면,단어,,KETI_SL_0000031329,옥상,
31330,27,2018,좌측면,단어,,KETI_SL_0000031330,올해,
31331,27,2018,좌측면,단어,,KETI_SL_0000031331,왼쪽,
31332,27,2018,좌측면,단어,,KETI_SL_0000031332,왼쪽-귀,
31333,27,2018,좌측면,단어,,KETI_SL_0000031333,왼쪽-눈,
31334,27,2018,좌측면,단어,,KETI_SL_0000031334,욕실,
31335,27,2018,좌측면,단어,,KETI_SL_0000031335,용산구,
31336,27,2018,좌측면,단어,,KETI_SL_0000031336,우리집,
31337,27,2018,좌측면,단어,,KETI_SL_0000031337,운동장,
31338,27,2018,좌측면,단어,,KETI_SL_0000031338,월요일,
31339,27,2018,좌측면,단어,,KETI_SL_0000031339,위,
31340,27,2018,좌측면,단어,,KETI_SL_0000031340,위에,
31341,27,2018,좌측면,단어,,KETI_SL_0000031341,위협,
31342,27,2018,좌측면,단어,,KETI_SL_0000031342,윗집,
31343,27,2018,좌측면,단어,,KETI_SL_0000031343,윗집사람,
31344,27,2018,좌측면,단어,,KETI_SL_0000031344,유리,
31345,27,2018,좌측면,단어,,KETI_SL_0000031345,유치원,
31346,27,2018,좌측면,단어,,KETI_SL_0000031346,유치원 버스,
31347,27,2018,좌측면,단어,,KETI_SL_0000031347,은평구,
31348,27,2018,좌측면,단어,,KETI_SL_0000031348,음식물,
31349,27,2018,좌측면,단어,,KETI_SL_0000031349,응급대원,
31350,27,2018,좌측면,단어,,KETI_SL_0000031350,응급처리,
31351,27,2018,좌측면,단어,,KETI_SL_0000031351,의사,
31352,27,2018,좌측면,단어,,KETI_SL_0000031352,이마,
31353,27,2018,좌측면,단어,,KETI_SL_0000031353,이물질,
31354,27,2018,좌측면,단어,,KETI_SL_0000031354,이번,
31355,27,2018,좌측면,단어,,KETI_SL_0000031355,이상한사람,
31356,27,2018,좌측면,단어,,KETI_SL_0000031356,이웃집,
31357,27,2018,좌측면,단어,,KETI_SL_0000031357,일요일,
31358,27,2018,좌측면,단어,,KETI_SL_0000031358,임산부,
31359,27,2018,좌측면,단어,,KETI_SL_0000031359,임신한아내,
31360,27,2018,좌측면,단어,,KETI_SL_0000031360,자동차,
31361,27,2018,좌측면,단어,,KETI_SL_0000031361,자살,
31362,27,2018,좌측면,단어,,KETI_SL_0000031362,자상,
31363,27,2018,좌측면,단어,,KETI_SL_0000031363,작년,
31364,27,2018,좌측면,단어,,KETI_SL_0000031364,작은방,
31365,27,2018,좌측면,단어,,KETI_SL_0000031365,장난감,
31366,27,2018,좌측면,단어,,KETI_SL_0000031366,장단지,
31367,27,2018,좌측면,단어,,KETI_SL_0000031367,절단,
31368,27,2018,좌측면,단어,,KETI_SL_0000031368,제초제,
31369,27,2018,좌측면,단어,,KETI_SL_0000031369,조난,
31370,27,2018,좌측면,단어,,KETI_SL_0000031370,종로구,
31371,27,2018,좌측면,단어,,KETI_SL_0000031371,주,
31372,27,2018,좌측면,단어,,KETI_SL_0000031372,중구,
31373,27,2018,좌측면,단어,,KETI_SL_0000031373,중랑구,
31374,27,2018,좌측면,단어,,KETI_SL_0000031374,지난,
31375,27,2018,좌측면,단어,,KETI_SL_0000031375,지혈대,
31376,27,2018,좌측면,단어,,KETI_SL_0000031376,진통제,
31377,27,2018,좌측면,단어,,KETI_SL_0000031377,질식,
31378,27,2018,좌측면,단어,,KETI_SL_0000031378,집,
31379,27,2018,좌측면,단어,,KETI_SL_0000031379,집단폭행,
31380,27,2018,좌측면,단어,,KETI_SL_0000031380,차밖,
31381,27,2018,좌측면,단어,,KETI_SL_0000031381,차안,
31382,27,2018,좌측면,단어,,KETI_SL_0000031382,창문,
31383,27,2018,좌측면,단어,,KETI_SL_0000031383,창백하다,
31384,27,2018,좌측면,단어,,KETI_SL_0000031384,체온계,
31385,27,2018,좌측면,단어,,KETI_SL_0000031385,총,
31386,27,2018,좌측면,단어,,KETI_SL_0000031386,추락,
31387,27,2018,좌측면,단어,,KETI_SL_0000031387,축사,
31388,27,2018,좌측면,단어,,KETI_SL_0000031388,출산,
31389,27,2018,좌측면,단어,,KETI_SL_0000031389,출혈,
31390,27,2018,좌측면,단어,,KETI_SL_0000031390,피나다,
31391,27,2018,좌측면,단어,,KETI_SL_0000031391,친구,
31392,27,2018,좌측면,단어,,KETI_SL_0000031392,침수,
31393,27,2018,좌측면,단어,,KETI_SL_0000031393,칼,
31394,27,2018,좌측면,단어,,KETI_SL_0000031394,코,
31395,27,2018,좌측면,단어,,KETI_SL_0000031395,택시,
31396,27,2018,좌측면,단어,,KETI_SL_0000031396,토요일,
31397,27,2018,좌측면,단어,,KETI_SL_0000031397,토하다,
31398,27,2018,좌측면,단어,,KETI_SL_0000031398,통학버스,
31399,27,2018,좌측면,단어,,KETI_SL_0000031399,트랙터,
31400,27,2018,좌측면,단어,,KETI_SL_0000031400,트럭,
31401,27,2018,좌측면,단어,,KETI_SL_0000031401,파도,
31402,27,2018,좌측면,단어,,KETI_SL_0000031402,파편,
31403,27,2018,좌측면,단어,,KETI_SL_0000031403,팔,
31404,27,2018,좌측면,단어,,KETI_SL_0000031404,팔꿈치,
31405,27,2018,좌측면,단어,,KETI_SL_0000031405,폭발,
31406,27,2018,좌측면,단어,,KETI_SL_0000031406,폭탄,
31407,27,2018,좌측면,단어,,KETI_SL_0000031407,폭우,
31408,27,2018,좌측면,단어,,KETI_SL_0000031408,폭행,
31409,27,2018,좌측면,단어,,KETI_SL_0000031409,학교,
31410,27,2018,좌측면,단어,,KETI_SL_0000031410,학생,
31411,27,2018,좌측면,단어,,KETI_SL_0000031411,할머니,
31412,27,2018,좌측면,단어,,KETI_SL_0000031412,할아버지,
31413,27,2018,좌측면,단어,,KETI_SL_0000031413,함몰되다,
31414,27,2018,좌측면,단어,,KETI_SL_0000031414,해(연),
31415,27,2018,좌측면,단어,,KETI_SL_0000031415,해독제,
31416,27,2018,좌측면,단어,,KETI_SL_0000031416,해열제,
31417,27,2018,좌측면,단어,,KETI_SL_0000031417,허리,
31418,27,2018,좌측면,단어,,KETI_SL_0000031418,허벅지,
31419,27,2018,좌측면,단어,,KETI_SL_0000031419,현관,
31420,27,2018,좌측면,단어,,KETI_SL_0000031420,현관앞,
31421,27,2018,좌측면,단어,,KETI_SL_0000031421,협박,
31422,27,2018,좌측면,단어,,KETI_SL_0000031422,형,
31423,27,2018,좌측면,단어,,KETI_SL_0000031423,호흡곤란,
31424,27,2018,좌측면,단어,,KETI_SL_0000031424,호흡기,
31425,27,2018,좌측면,단어,,KETI_SL_0000031425,홍수,
31426,27,2018,좌측면,단어,,KETI_SL_0000031426,화상,
31427,27,2018,좌측면,단어,,KETI_SL_0000031427,화약,
31428,27,2018,좌측면,단어,,KETI_SL_0000031428,화요일,
31429,27,2018,좌측면,단어,,KETI_SL_0000031429,화장실,
31430,27,2018,좌측면,단어,,KETI_SL_0000031430,화재,
31431,27,2018,우측면,단어,,KETI_SL_0000031431,0,
31432,27,2018,우측면,단어,,KETI_SL_0000031432,1,
31433,27,2018,우측면,단어,,KETI_SL_0000031433,2,
31434,27,2018,우측면,단어,,KETI_SL_0000031434,3,
31435,27,2018,우측면,단어,,KETI_SL_0000031435,4,
31436,27,2018,우측면,단어,,KETI_SL_0000031436,5,
31437,27,2018,우측면,단어,,KETI_SL_0000031437,6,
31438,27,2018,우측면,단어,,KETI_SL_0000031438,7,
31439,27,2018,우측면,단어,,KETI_SL_0000031439,8,
31440,27,2018,우측면,단어,,KETI_SL_0000031440,9,
31441,27,2018,우측면,단어,,KETI_SL_0000031441,10,
31442,27,2018,우측면,단어,,KETI_SL_0000031442,11,
31443,27,2018,우측면,단어,,KETI_SL_0000031443,12,
31444,27,2018,우측면,단어,,KETI_SL_0000031444,13,
31445,27,2018,우측면,단어,,KETI_SL_0000031445,14,
31446,27,2018,우측면,단어,,KETI_SL_0000031446,15,
31447,27,2018,우측면,단어,,KETI_SL_0000031447,16,
31448,27,2018,우측면,단어,,KETI_SL_0000031448,17,
31449,27,2018,우측면,단어,,KETI_SL_0000031449,18,
31450,27,2018,우측면,단어,,KETI_SL_0000031450,19,
31451,27,2018,우측면,단어,,KETI_SL_0000031451,20,
31452,27,2018,우측면,단어,,KETI_SL_0000031452,21,
31453,27,2018,우측면,단어,,KETI_SL_0000031453,22,
31454,27,2018,우측면,단어,,KETI_SL_0000031454,23,
31455,27,2018,우측면,단어,,KETI_SL_0000031455,24,
31456,27,2018,우측면,단어,,KETI_SL_0000031456,25,
31457,27,2018,우측면,단어,,KETI_SL_0000031457,26,
31458,27,2018,우측면,단어,,KETI_SL_0000031458,27,
31459,27,2018,우측면,단어,,KETI_SL_0000031459,28,
31460,27,2018,우측면,단어,,KETI_SL_0000031460,29,
31461,27,2018,우측면,단어,,KETI_SL_0000031461,30,
31462,27,2018,우측면,단어,,KETI_SL_0000031462,31,
31463,27,2018,우측면,단어,,KETI_SL_0000031463,32,
31464,27,2018,우측면,단어,,KETI_SL_0000031464,33,
31465,27,2018,우측면,단어,,KETI_SL_0000031465,34,
31466,27,2018,우측면,단어,,KETI_SL_0000031466,35,
31467,27,2018,우측면,단어,,KETI_SL_0000031467,36,
31468,27,2018,우측면,단어,,KETI_SL_0000031468,37,
31469,27,2018,우측면,단어,,KETI_SL_0000031469,38,
31470,27,2018,우측면,단어,,KETI_SL_0000031470,39,
31471,27,2018,우측면,단어,,KETI_SL_0000031471,40,
31472,27,2018,우측면,단어,,KETI_SL_0000031472,41,
31473,27,2018,우측면,단어,,KETI_SL_0000031473,42,
31474,27,2018,우측면,단어,,KETI_SL_0000031474,43,
31475,27,2018,우측면,단어,,KETI_SL_0000031475,44,
31476,27,2018,우측면,단어,,KETI_SL_0000031476,45,
31477,27,2018,우측면,단어,,KETI_SL_0000031477,46,
31478,27,2018,우측면,단어,,KETI_SL_0000031478,47,
31479,27,2018,우측면,단어,,KETI_SL_0000031479,48,
31480,27,2018,우측면,단어,,KETI_SL_0000031480,49,
31481,27,2018,우측면,단어,,KETI_SL_0000031481,50,
31482,27,2018,우측면,단어,,KETI_SL_0000031482,51,
31483,27,2018,우측면,단어,,KETI_SL_0000031483,52,
31484,27,2018,우측면,단어,,KETI_SL_0000031484,53,
31485,27,2018,우측면,단어,,KETI_SL_0000031485,54,
31486,27,2018,우측면,단어,,KETI_SL_0000031486,55,
31487,27,2018,우측면,단어,,KETI_SL_0000031487,56,
31488,27,2018,우측면,단어,,KETI_SL_0000031488,57,
31489,27,2018,우측면,단어,,KETI_SL_0000031489,58,
31490,27,2018,우측면,단어,,KETI_SL_0000031490,59,
31491,27,2018,우측면,단어,,KETI_SL_0000031491,60,
31492,27,2018,우측면,단어,,KETI_SL_0000031492,61,
31493,27,2018,우측면,단어,,KETI_SL_0000031493,62,
31494,27,2018,우측면,단어,,KETI_SL_0000031494,63,
31495,27,2018,우측면,단어,,KETI_SL_0000031495,64,
31496,27,2018,우측면,단어,,KETI_SL_0000031496,65,
31497,27,2018,우측면,단어,,KETI_SL_0000031497,66,
31498,27,2018,우측면,단어,,KETI_SL_0000031498,67,
31499,27,2018,우측면,단어,,KETI_SL_0000031499,68,
31500,27,2018,우측면,단어,,KETI_SL_0000031500,69,
31501,27,2018,우측면,단어,,KETI_SL_0000031501,70,
31502,27,2018,우측면,단어,,KETI_SL_0000031502,71,
31503,27,2018,우측면,단어,,KETI_SL_0000031503,72,
31504,27,2018,우측면,단어,,KETI_SL_0000031504,73,
31505,27,2018,우측면,단어,,KETI_SL_0000031505,74,
31506,27,2018,우측면,단어,,KETI_SL_0000031506,75,
31507,27,2018,우측면,단어,,KETI_SL_0000031507,76,
31508,27,2018,우측면,단어,,KETI_SL_0000031508,77,
31509,27,2018,우측면,단어,,KETI_SL_0000031509,78,
31510,27,2018,우측면,단어,,KETI_SL_0000031510,79,
31511,27,2018,우측면,단어,,KETI_SL_0000031511,80,
31512,27,2018,우측면,단어,,KETI_SL_0000031512,81,
31513,27,2018,우측면,단어,,KETI_SL_0000031513,82,
31514,27,2018,우측면,단어,,KETI_SL_0000031514,83,
31515,27,2018,우측면,단어,,KETI_SL_0000031515,84,
31516,27,2018,우측면,단어,,KETI_SL_0000031516,85,
31517,27,2018,우측면,단어,,KETI_SL_0000031517,86,
31518,27,2018,우측면,단어,,KETI_SL_0000031518,87,
31519,27,2018,우측면,단어,,KETI_SL_0000031519,88,
31520,27,2018,우측면,단어,,KETI_SL_0000031520,89,
31521,27,2018,우측면,단어,,KETI_SL_0000031521,90,
31522,27,2018,우측면,단어,,KETI_SL_0000031522,91,
31523,27,2018,우측면,단어,,KETI_SL_0000031523,92,
31524,27,2018,우측면,단어,,KETI_SL_0000031524,93,
31525,27,2018,우측면,단어,,KETI_SL_0000031525,94,
31526,27,2018,우측면,단어,,KETI_SL_0000031526,95,
31527,27,2018,우측면,단어,,KETI_SL_0000031527,96,
31528,27,2018,우측면,단어,,KETI_SL_0000031528,97,
31529,27,2018,우측면,단어,,KETI_SL_0000031529,98,
31530,27,2018,우측면,단어,,KETI_SL_0000031530,99,
31531,27,2018,우측면,단어,,KETI_SL_0000031531,100,
31532,27,2018,우측면,단어,,KETI_SL_0000031532,112,
31533,27,2018,우측면,단어,,KETI_SL_0000031533,119,
31534,27,2018,우측면,단어,,KETI_SL_0000031534,1000,
31535,27,2018,우측면,단어,,KETI_SL_0000031535,10000,
31536,27,2018,우측면,단어,,KETI_SL_0000031536,가렵다,
31537,27,2018,우측면,단어,,KETI_SL_0000031537,가스,
31538,27,2018,우측면,단어,,KETI_SL_0000031538,가슴,
31539,27,2018,우측면,단어,,KETI_SL_0000031539,가시,
31540,27,2018,우측면,단어,,KETI_SL_0000031540,각목,
31541,27,2018,우측면,단어,,KETI_SL_0000031541,갇히다,
31542,27,2018,우측면,단어,,KETI_SL_0000031542,감금,
31543,27,2018,우측면,단어,,KETI_SL_0000031543,감전,
31544,27,2018,우측면,단어,,KETI_SL_0000031544,강,
31545,27,2018,우측면,단어,,KETI_SL_0000031545,강남구,
31546,27,2018,우측면,단어,,KETI_SL_0000031546,강동구,
31547,27,2018,우측면,단어,,KETI_SL_0000031547,강북구,
31548,27,2018,우측면,단어,,KETI_SL_0000031548,강서구,
31549,27,2018,우측면,단어,,KETI_SL_0000031549,강풍,
31550,27,2018,우측면,단어,,KETI_SL_0000031550,개,
31551,27,2018,우측면,단어,,KETI_SL_0000031551,거실,
31552,27,2018,우측면,단어,,KETI_SL_0000031552,걸렸다,
31553,27,2018,우측면,단어,,KETI_SL_0000031553,결박,
31554,27,2018,우측면,단어,,KETI_SL_0000031554,경운기,
31555,27,2018,우측면,단어,,KETI_SL_0000031555,경찰,
31556,27,2018,우측면,단어,,KETI_SL_0000031556,경찰차,
31557,27,2018,우측면,단어,,KETI_SL_0000031557,계곡,
31558,27,2018,우측면,단어,,KETI_SL_0000031558,계단,
31559,27,2018,우측면,단어,,KETI_SL_0000031559,고속도로,
31560,27,2018,우측면,단어,,KETI_SL_0000031560,고압전선,
31561,27,2018,우측면,단어,,KETI_SL_0000031561,고열,
31562,27,2018,우측면,단어,,KETI_SL_0000031562,고장,
31563,27,2018,우측면,단어,,KETI_SL_0000031563,부러지다,
31564,27,2018,우측면,단어,,KETI_SL_0000031564,골절,
31565,27,2018,우측면,단어,,KETI_SL_0000031565,탈골,
31566,27,2018,우측면,단어,,KETI_SL_0000031566,곰,
31567,27,2018,우측면,단어,,KETI_SL_0000031567,공사장,
31568,27,2018,우측면,단어,,KETI_SL_0000031568,공원,
31569,27,2018,우측면,단어,,KETI_SL_0000031569,놀이터,
31570,27,2018,우측면,단어,,KETI_SL_0000031570,공장,
31571,27,2018,우측면,단어,,KETI_SL_0000031571,관악구,
31572,27,2018,우측면,단어,,KETI_SL_0000031572,광진구,
31573,27,2018,우측면,단어,,KETI_SL_0000031573,교통사고,
31574,27,2018,우측면,단어,,KETI_SL_0000031574,구급대,
31575,27,2018,우측면,단어,,KETI_SL_0000031575,구급대원,
31576,27,2018,우측면,단어,,KETI_SL_0000031576,구급차,
31577,27,2018,우측면,단어,,KETI_SL_0000031577,구로구,
31578,27,2018,우측면,단어,,KETI_SL_0000031578,구청,
31579,27,2018,우측면,단어,,KETI_SL_0000031579,구해주세요,
31580,27,2018,우측면,단어,,KETI_SL_0000031580,귀,
31581,27,2018,우측면,단어,,KETI_SL_0000031581,금가다,
31582,27,2018,우측면,단어,,KETI_SL_0000031582,금요일,
31583,27,2018,우측면,단어,,KETI_SL_0000031583,금천구,
31584,27,2018,우측면,단어,,KETI_SL_0000031584,급류,
31585,27,2018,우측면,단어,,KETI_SL_0000031585,기절,
31586,27,2018,우측면,단어,,KETI_SL_0000031586,기절하다,
31587,27,2018,우측면,단어,,KETI_SL_0000031587,깔리다,
31588,27,2018,우측면,단어,,KETI_SL_0000031588,끓는물,
31589,27,2018,우측면,단어,,KETI_SL_0000031589,남자친구,
31590,27,2018,우측면,단어,,KETI_SL_0000031590,남편,
31591,27,2018,우측면,단어,,KETI_SL_0000031591,남학생,
31592,27,2018,우측면,단어,,KETI_SL_0000031592,납치,
31593,27,2018,우측면,단어,,KETI_SL_0000031593,낫,
31594,27,2018,우측면,단어,,KETI_SL_0000031594,낯선남자,
31595,27,2018,우측면,단어,,KETI_SL_0000031595,낯선사람,
31596,27,2018,우측면,단어,,KETI_SL_0000031596,낯선여자,
31597,27,2018,우측면,단어,,KETI_SL_0000031597,내년,
31598,27,2018,우측면,단어,,KETI_SL_0000031598,내일,
31599,27,2018,우측면,단어,,KETI_SL_0000031599,냄새나다,
31600,27,2018,우측면,단어,,KETI_SL_0000031600,노원구,
31601,27,2018,우측면,단어,,KETI_SL_0000031601,논,
31602,27,2018,우측면,단어,,KETI_SL_0000031602,농약,
31603,27,2018,우측면,단어,,KETI_SL_0000031603,누나,
31604,27,2018,우측면,단어,,KETI_SL_0000031604,누수,
31605,27,2018,우측면,단어,,KETI_SL_0000031605,누전,
31606,27,2018,우측면,단어,,KETI_SL_0000031606,누출,
31607,27,2018,우측면,단어,,KETI_SL_0000031607,눈,
31608,27,2018,우측면,단어,,KETI_SL_0000031608,다리,
31609,27,2018,우측면,단어,,KETI_SL_0000031609,다음,
31610,27,2018,우측면,단어,,KETI_SL_0000031610,달(월),
31611,27,2018,우측면,단어,,KETI_SL_0000031611,대문앞,
31612,27,2018,우측면,단어,,KETI_SL_0000031612,도둑,
31613,27,2018,우측면,단어,,KETI_SL_0000031613,절도,
31614,27,2018,우측면,단어,,KETI_SL_0000031614,도로,
31615,27,2018,우측면,단어,,KETI_SL_0000031615,도봉구,
31616,27,2018,우측면,단어,,KETI_SL_0000031616,독극물,
31617,27,2018,우측면,단어,,KETI_SL_0000031617,독버섯,
31618,27,2018,우측면,단어,,KETI_SL_0000031618,독사,
31619,27,2018,우측면,단어,,KETI_SL_0000031619,동대문구,
31620,27,2018,우측면,단어,,KETI_SL_0000031620,동생,
31621,27,2018,우측면,단어,,KETI_SL_0000031621,동작구,
31622,27,2018,우측면,단어,,KETI_SL_0000031622,동전,
31623,27,2018,우측면,단어,,KETI_SL_0000031623,두드러기생기다,
31624,27,2018,우측면,단어,,KETI_SL_0000031624,뒤,
31625,27,2018,우측면,단어,,KETI_SL_0000031625,뒤통수,
31626,27,2018,우측면,단어,,KETI_SL_0000031626,등,
31627,27,2018,우측면,단어,,KETI_SL_0000031627,딸,
31628,27,2018,우측면,단어,,KETI_SL_0000031628,떨어지다,
31629,27,2018,우측면,단어,,KETI_SL_0000031629,쓰러지다,
31630,27,2018,우측면,단어,,KETI_SL_0000031630,뜨거운물,
31631,27,2018,우측면,단어,,KETI_SL_0000031631,마당,
